scouting_id,ally_top,ally_jungle,ally_mid,ally_adc,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_support,texto_entrada_nlp,strategy_label,main_phase,objective_focus,risk_level,execution_difficulty,dataset_version
1189,Malzahar,Ziggs,Trundle,Taliyah,Olaf,Jinx,Alistar,Fiddlesticks,Ornn,Veigar,"El draft aliado mezcla poke, control mage y pelea ordenada, mientras el rival amenaza con hypercarry y engage. El equipo puede decidir la partida si encuentra una entrada múltiple en espacios cerrados como río o jungla. La ejecución depende de control de cooldowns.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
1190,Shaco,Sion,Veigar,MasterYi,Nilah,Swain,Rell,Udyr,Syndra,Senna,"Con una ejecución ordenada, con Shaco, Sion y Veigar frente a Swain, Rell y Udyr, La presión viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. El foco debe estar en torres y zonas neutrales, cuidando presión de mapa.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
1191,Janna,Heimerdinger,Smolder,Tryndamere,Akali,Senna,Elise,Lissandra,Veigar,Annie,"El valor del draft aumenta con niveles y oro, por lo que conviene ceder presión menor si eso asegura una transición limpia. En la práctica, Janna y Tryndamere necesitan que Heimerdinger controle los primeros movimientos contra Senna y Annie. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
1192,RekSai,Ezreal,Jayce,Yone,BelVeth,KaiSa,Vi,KSante,Poppy,Skarner,"La composición aliada se beneficia cuando, con RekSai, Ezreal y Jayce frente a KaiSa, Vi y KSante, La prioridad está en visión profunda, control de arbustos y castigar enemigos separados del grupo. El foco debe estar en visión oscura antes de Nashor, cuidando setup de Nashor.",pick composition,mid,visión oscura antes de Nashor,alto,Requiere visión profunda.,V3_implicit_contextual
1193,Jinx,TwistedFate,Senna,Caitlyn,Malzahar,Jayce,Karma,Xayah,Sion,VelKoz,"El draft aliado mezcla hypercarry, capturas previas y poke, mientras el rival amenaza con poke y lane pressure. El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. La ejecución depende de frontline disponible.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
1194,Nami,Nunu,Aatrox,XinZhao,Taliyah,Morgana,Viego,Malzahar,Olaf,Aphelios,"El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. En la práctica, Nami y XinZhao necesitan que Nunu controle los primeros movimientos contra Morgana y Aphelios. La prioridad debería girar alrededor de dragones, heraldo y visión previa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",alto,Necesita prioridad previa de líneas.,V3_implicit_contextual
1195,LeeSin,Yone,Taric,Singed,Nami,Ahri,Xerath,Ezreal,Taliyah,Syndra,"La lectura inicial indica que, con LeeSin, Yone y Taric frente a Ahri, Xerath y Ezreal, La presión debe dividir al rival, forzarlo a elegir entre defender torres laterales o contestar objetivos mayores. El foco debe estar en torres laterales y presión cruzada, cuidando control de visión.",splitpush táctico,mid-late,torres laterales y presión cruzada,bajo,Requiere visión lateral y TP disponible.,V3_implicit_contextual
1196,Yasuo,Riven,Taric,Lulu,Samira,Gangplank,Briar,Sivir,Shaco,MasterYi,"Con una ejecución ordenada, con Yasuo, Riven y Taric frente a Gangplank, Briar y Sivir, El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. El foco debe estar en torres exteriores y castigo sobre carries, cuidando setup de Nashor.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
1197,Sylas,Udyr,RenataGlasc,Evelynn,Rakan,VelKoz,Smolder,Aatrox,Cassiopeia,Syndra,"El draft aliado mezcla control mage, objective control y engage, mientras el rival amenaza con capturas previas y hypercarry. La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. La ejecución depende de temporizadores de objs.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
1198,LeBlanc,LeeSin,Vayne,AurelionSol,Kindred,Kassadin,Hwei,Wukong,Sion,Fiddlesticks,"El draft tiene sentido si todos compran tiempo, bloquean amenazas y permiten que el carry sostenga el daño. En la práctica, LeBlanc y AurelionSol necesitan que LeeSin controle los primeros movimientos contra Kassadin y Fiddlesticks. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
1199,Nilah,Sivir,Alistar,Taliyah,Nocturne,Akali,Teemo,Zeri,Udyr,Katarina,"Con una ejecución ordenada, con Nilah, Sivir y Alistar frente a Akali, Teemo y Zeri, El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. El foco debe estar en torres y zonas neutrales, cuidando posición del tirador.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
1200,Ornn,Lulu,Rumble,Maokai,Darius,Katarina,Janna,Rammus,Qiyana,Talon,"La composición tiene herramientas para pelear temprano, buscar escaramuzas en río y convertir prioridad de líneas en oro. En la práctica, Ornn y Maokai necesitan que Lulu controle los primeros movimientos contra Katarina y Talon. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",bajo,No extender partida sin ventaja.,V3_implicit_contextual
1201,KogMaw,Smolder,Zoe,Neeko,Hecarim,Anivia,Blitzcrank,Azir,Fiora,Viktor,"Con una ejecución ordenada, con KogMaw, Smolder y Zoe frente a Anivia, Blitzcrank y Azir, El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. El foco debe estar en torres laterales y presión cruzada, cuidando rotaciones limpias.",splitpush táctico,mid-late,torres laterales y presión cruzada,medio,Requiere visión lateral y TP disponible.,V3_implicit_contextual
1202,Taric,Urgot,Gwen,Fiddlesticks,KogMaw,Fiora,Jayce,TwistedFate,Kassadin,Rammus,"Por la forma del draft, con Taric, Urgot y Gwen frente a Fiora, Jayce y TwistedFate, No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. El foco debe estar en peleas agrupadas por dragón o barón, cuidando prioridad de oleadas.",wombo combo,mid,peleas agrupadas por dragón o barón,bajo,Depende de cooldowns definitivos.,V3_implicit_contextual
1203,Garen,Vi,Wukong,Ziggs,Vex,Braum,Lissandra,Zeri,Sejuani,Lucian,"El draft aliado mezcla pelea ordenada, dive y engage, mientras el rival amenaza con capturas previas y scaling. La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. La ejecución depende de ventanas de tempo.",poke composition,mid,torres y zonas neutrales,medio,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
1204,Warwick,XinZhao,Varus,Sett,Yorick,Briar,Brand,Sivir,Naafiri,Lissandra,"El draft aliado mezcla early gank, tempo y scaling, mientras el rival amenaza con tempo y poke. La frontline debe absorber la primera entrada mientras los carries mantienen daño constante desde una posición segura. La ejecución depende de frontline disponible.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
1205,Warwick,Azir,Senna,RekSai,Nilah,Viego,JarvanIV,MissFortune,Vi,Brand,"La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. En la práctica, Warwick y RekSai necesitan que Azir controle los primeros movimientos contra Viego y Brand. La prioridad debería girar alrededor de dragón o Nashor con formación estable.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
1206,Rumble,Neeko,Orianna,Talon,KogMaw,Trundle,Thresh,Lux,Diana,Vex,"En este escenario, con Rumble, Neeko y Orianna frente a Trundle, Thresh y Lux, La prioridad está en vision profunda, control de arbustos y castigar enemigos separados del grupo. El foco debe estar en vision oscura antes de Nashor, cuidando setup de Nashor.",pick composition,mid,visión oscura antes de Nashor,medio,Requiere visión profunda.,V3_implicit_contextual
1207,Soraka,Ezreal,DrMundo,Skarner,Akshan,Rell,Xayah,LeeSin,Maokai,Shen,"En este escenario, con Soraka, Ezreal y DrMundo frente a Rell, Xayah y LeeSin, El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. El foco debe estar en torres exteriores y castigo sobre carries, cuidando setup de Nashor.",dive composition,early-mid,torres exteriores y castigo sobre carries,medio,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
1208,Brand,Aatrox,Janna,Nunu,Gangplank,Darius,Xayah,Tristana,Volibear,Shyvana,"El equipo debe jugar alrededor del tirador principal, darle espacio y usar herramientas defensivas para mantenerlo vivo. En la práctica, Brand y Nunu necesitan que Aatrox controle los primeros movimientos contra Darius y Shyvana. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
1209,Karma,Mel,Kennen,Rammus,LeeSin,Aphelios,XinZhao,Fiora,Nilah,Orianna,"En este escenario, con Karma, Mel y Kennen frente a Aphelios, XinZhao y Fiora, El equipo debe llegar antes a dragón o heraldo, colocar visión profunda y usar prioridad de líneas para controlar entradas. El foco debe estar en dragones, heraldo y visión previa, cuidando presión de mapa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",alto,Necesita prioridad previa de líneas.,V3_implicit_contextual
1210,Viego,Akshan,Nidalee,Rumble,Milio,Vayne,AurelionSol,ChoGath,Mel,Amumu,"En este escenario, con Viego, Akshan y Nidalee frente a Vayne, AurelionSol y ChoGath, La condición principal es preparar zonas neutrales con tiempo, empujar oleadas y obligar al rival a facecheckear. El foco debe estar en dragones, heraldo y visión previa, cuidando presión de mapa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",medio,Necesita prioridad previa de líneas.,V3_implicit_contextual
1211,Gangplank,Graves,Fizz,Mel,Taric,Cassiopeia,KhaZix,Qiyana,Zed,Hecarim,"La composición aliada se beneficia cuando, con Gangplank, Graves y Fizz frente a Cassiopeia, KhaZix y Qiyana, El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. El foco debe estar en torres laterales y presión cruzada, cuidando ventanas de tempo.",splitpush táctico,mid-late,torres laterales y presión cruzada,bajo,Requiere visión lateral y TP disponible.,V3_implicit_contextual
1212,Karma,Gwen,Renekton,Nocturne,Shaco,Azir,Ornn,Nautilus,Briar,Diana,"La composición aliada se beneficia cuando, con Karma, Gwen y Renekton frente a Azir, Ornn y Nautilus, La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. El foco debe estar en torres exteriores y castigo sobre carries, cuidando prioridad de oleadas.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
1213,Leona,Shaco,Qiyana,Nami,Nocturne,Karthus,Syndra,Sion,Blitzcrank,Gragas,"El draft aliado mezcla disengage, objective control y roaming tempo, mientras el rival amenaza con dive y roaming tempo. La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. La ejecución depende de rotaciones limpias.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
1214,KogMaw,MasterYi,Jinx,Zed,Briar,MissFortune,Galio,Aatrox,Zoe,Maokai,"El punto clave será que, con KogMaw, MasterYi y Jinx frente a MissFortune, Galio y Aatrox, El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. El foco debe estar en dragones, heraldo y visión previa, cuidando frontline disponible.",jugar a objetivos,mid,"dragones, heraldo y visión previa",alto,Necesita prioridad previa de líneas.,V3_implicit_contextual
1215,Anivia,BelVeth,LeBlanc,RenataGlasc,Ambessa,Graves,Aphelios,Varus,Renekton,Lissandra,"El draft aliado mezcla poke, engage y control mage, mientras el rival amenaza con objective control y hypercarry. No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. La ejecución depende de temporizadores de objetivos.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
1216,Sylas,Twitch,Janna,Kassadin,Darius,Zed,Gnar,Milio,Nautilus,Camille,"La composición necesita moverse primero, ganar prioridad de oleadas y llegar antes a las jugadas del mapa. En la práctica, Sylas y Kassadin necesitan que Twitch controle los primeros movimientos contra Zed y Camille. La prioridad debería girar alrededor de heraldo, dives y rotaciones tempranas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",medio,Pierde fuerza si no convierte presión.,V3_implicit_contextual
1217,Milio,Lucian,Ornn,Shyvana,Tristana,Senna,Hwei,Sylas,BelVeth,Diana,"La lectura inicial indica que, con Milio, Lucian y Ornn frente a Senna, Hwei y Sylas, El equipo puede ganar moviendo mejor las oleadas, presionando laterales y forzando al rival a responder en zonas opuestas. El foco debe estar en oleadas laterales y estructuras, cuidando zona de dragón.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
1218,Corki,Twitch,Camille,Gragas,KhaZix,Vi,Nami,Caitlyn,LeBlanc,Zyra,"En este escenario, con Corki, Twitch y Camille frente a Vi, Nami y Caitlyn, La composición gana valor cuando puede ocultar visión, esperar errores de posicionamiento y atrapar objetivos aislados. El foco debe estar en visión oscura antes de Nashor, cuidando flancos laterales.",pick composition,mid,visión oscura antes de Nashor,bajo,Requiere visión profunda.,V3_implicit_contextual
1219,Alistar,Xayah,Twitch,Azir,Orianna,Naafiri,Seraphine,Lillia,Trundle,Udyr,"La composición aliada se beneficia cuando, con Alistar, Xayah y Twitch frente a Naafiri, Seraphine y Lillia, La presión debe dividir al rival, forzarlo a elegir entre defender torres laterales o contestar objetivos mayores. El foco debe estar en torres laterales y presión cruzada, cuidando presión de mapa.",splitpush táctico,mid-late,torres laterales y presión cruzada,bajo,Requiere visión lateral y TP disponible.,V3_implicit_contextual
